,MIN_x,FGM_x,FGA_x,FG_PCT_x,FG3M_x,FG3A_x,FG3_PCT_x,FTM_x,FTA_x,FT_PCT_x,OREB_x,DREB_x,REB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PLUS_MINUS_x,HOME_x,MIN_y,FGM_y,FGA_y,FG_PCT_y,FG3M_y,FG3A_y,FG3_PCT_y,FTM_y,FTA_y,FT_PCT_y,OREB_y,DREB_y,REB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PLUS_MINUS_y,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,days_rest,rolling_avg,rolling_3pa_avg,min_rolling,rolling_team_fta,rolling_opp_pts,rolling_opp_fga,rolling_team_fga,rolling_fga,rolling_fta,rolling_team_3pa,rolling_team_pts,rolling_team_fg_pct,rolling_stls,TEAM_x_LAC,OPPONENT_x_ATL,OPPONENT_x_BKN,OPPONENT_x_BOS,OPPONENT_x_CHA,OPPONENT_x_CHI,OPPONENT_x_CLE,OPPONENT_x_DAL,OPPONENT_x_DEN,OPPONENT_x_DET,OPPONENT_x_GSW,OPPONENT_x_HOU,OPPONENT_x_IND,OPPONENT_x_LAL,OPPONENT_x_MEM,OPPONENT_x_MIA,OPPONENT_x_MIL,OPPONENT_x_MIN,OPPONENT_x_NOP,OPPONENT_x_NYK,OPPONENT_x_OKC,OPPONENT_x_ORL,OPPONENT_x_PHI,OPPONENT_x_PHX,OPPONENT_x_POR,OPPONENT_x_SAC,OPPONENT_x_SAS,OPPONENT_x_TOR,OPPONENT_x_UTA,OPPONENT_x_WAS,WL_x_L,WL_x_W
32,39,3,8,0.375,2,5,0.4,3,4,0.75,0,7,7,10,1,1,3,2,11,-2,False,240,38,80,0.475,11,34,0.324,21,28,0.75,6,31,37,28,8,3,13,21,108,-10,240,42,86,0.488,13,40,0.325,21,26,0.808,11,35,46,28,6,3,13,18,118,10,2.0,18.2,7.6,37.4,24.4,118.2,91.6,87.0,12.0,5.2,33.4,124.2,0.5134000000000001,5.8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
33,27,2,11,0.182,0,6,0.0,5,6,0.833,1,7,8,7,0,0,1,2,9,36,False,240,45,102,0.441,10,40,0.25,15,18,0.833,15,43,58,28,8,8,8,20,115,19,240,36,100,0.36,10,40,0.25,14,16,0.875,18,34,52,21,2,9,11,13,96,-19,2.0,14.0,7.0,35.0,21.8,108.6,92.6,89.6,11.4,4.4,34.4,117.4,0.4848,5.2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
34,35,8,14,0.571,2,7,0.286,4,4,1.0,0,10,10,13,1,1,1,3,22,27,False,240,48,95,0.505,9,32,0.281,22,24,0.917,12,38,50,29,6,7,11,17,127,20,240,44,96,0.458,6,32,0.188,13,22,0.591,15,30,45,26,6,3,11,18,107,-20,1.0,14.2,6.6,33.6,22.2,111.0,93.6,93.2,11.6,4.4,33.0,122.2,0.4974,4.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
35,39,8,17,0.471,4,8,0.5,3,5,0.6,1,1,2,10,1,1,1,3,23,10,True,240,52,88,0.591,14,27,0.519,9,12,0.75,6,30,36,33,8,5,15,17,127,11,240,45,92,0.489,11,32,0.344,15,22,0.682,13,28,41,27,9,8,15,15,116,-11,3.0,18.0,7.2,34.6,20.8,109.2,94.2,93.0,13.0,5.0,32.6,120.4,0.49640000000000006,5.4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
36,38,6,11,0.545,3,6,0.5,9,9,1.0,0,5,5,10,2,1,4,2,24,9,True,240,42,83,0.506,13,26,0.5,28,33,0.848,8,37,45,26,6,5,11,18,125,11,240,44,90,0.489,14,39,0.359,12,16,0.75,6,30,36,29,6,5,13,21,114,-11,2.0,17.8,6.4,35.6,23.0,110.2,92.8,89.6,12.2,5.6,31.8,120.4,0.5036,5.8,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37,41,5,14,0.357,4,10,0.4,2,2,1.0,0,5,5,8,0,1,1,2,16,8,True,240,47,87,0.54,20,43,0.465,14,23,0.609,12,27,39,30,5,10,10,18,128,11,240,42,83,0.506,16,34,0.471,17,20,0.85,9,26,35,30,5,5,12,19,117,-11,5.0,18.8,7.4,36.0,22.0,110.0,92.2,91.0,13.4,5.2,33.6,124.4,0.5166000000000001,5.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
38,36,4,14,0.286,2,9,0.222,4,5,0.8,0,1,1,8,2,2,4,3,14,-3,False,240,36,83,0.434,17,39,0.436,16,18,0.889,7,27,34,28,9,4,11,24,105,-4,240,38,67,0.567,13,26,0.5,20,31,0.645,6,35,41,25,8,5,19,23,109,4,2.0,19.8,8.0,37.8,22.0,112.6,85.6,87.2,14.0,5.0,33.4,122.4,0.5152,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39,28,3,7,0.429,2,4,0.5,3,3,1.0,0,1,1,9,1,0,3,0,11,20,False,240,49,89,0.551,15,31,0.484,15,20,0.75,11,32,43,22,9,7,12,16,128,9,240,41,95,0.432,18,44,0.409,19,27,0.704,17,29,46,30,5,4,9,21,119,-9,2.0,17.6,7.4,36.4,21.2,115.0,85.4,86.0,12.6,4.8,33.2,122.6,0.5244,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
40,34,5,13,0.385,2,7,0.286,2,2,1.0,0,5,5,11,1,0,3,4,14,8,True,240,49,93,0.527,15,34,0.441,13,13,1.0,11,25,36,34,6,5,7,17,126,6,240,46,84,0.548,12,30,0.4,16,18,0.889,7,30,37,31,4,2,15,17,120,-6,2.0,15.8,7.2,35.4,21.4,115.8,83.8,87.0,11.8,4.2,34.6,122.4,0.5115999999999999,5.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
41,30,6,8,0.75,3,4,0.75,4,4,1.0,0,7,7,10,0,0,3,1,19,25,True,240,53,85,0.624,15,29,0.517,17,23,0.739,11,33,44,32,11,3,14,21,138,27,240,38,77,0.494,10,30,0.333,25,29,0.862,5,20,25,17,6,4,14,20,111,-27,2.0,14.8,6.8,33.8,19.4,115.2,81.2,87.4,11.2,3.2,35.2,125.0,0.5352,5.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
42,39,4,13,0.308,3,7,0.429,4,5,0.8,2,2,4,9,1,0,5,3,15,-1,False,240,36,91,0.396,14,37,0.378,17,19,0.895,13,27,40,21,12,5,16,19,103,-3,240,42,82,0.512,11,29,0.379,11,16,0.688,8,32,40,23,9,6,19,11,106,3,1.0,14.6,6.2,33.4,18.6,113.0,81.0,88.2,11.0,3.8,34.0,120.0,0.5064,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
43,29,2,7,0.286,1,6,0.167,3,3,1.0,0,3,3,13,0,0,1,2,8,18,False,240,40,82,0.488,15,36,0.417,16,20,0.8,10,40,50,28,6,7,15,18,111,16,240,33,92,0.359,12,29,0.414,17,23,0.739,14,29,43,22,9,5,9,17,95,-16,2.0,13.4,5.6,32.0,19.0,110.2,86.0,88.0,9.6,3.4,33.4,121.2,0.5172,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
44,36,7,13,0.538,4,7,0.571,4,4,1.0,0,5,5,11,0,1,4,2,22,1,False,240,42,76,0.553,18,34,0.529,29,32,0.906,10,26,36,25,9,5,14,18,131,9,240,42,79,0.532,15,35,0.429,23,26,0.885,10,22,32,23,9,2,17,23,122,-9,2.0,15.6,6.2,33.6,21.4,110.8,82.8,85.4,10.8,3.6,34.0,121.8,0.5176000000000001,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
45,31,5,8,0.625,3,5,0.6,2,2,1.0,0,4,4,10,1,2,2,1,15,26,True,240,47,80,0.588,14,29,0.483,13,14,0.929,6,31,37,25,10,3,17,20,121,17,240,35,83,0.422,11,34,0.324,23,29,0.793,12,23,35,24,7,3,14,17,104,-17,2.0,15.8,5.8,33.0,21.6,107.6,82.6,82.8,9.8,3.6,33.0,120.8,0.5298,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46,44,4,13,0.308,2,9,0.222,6,8,0.75,0,4,4,13,0,3,5,1,16,16,True,240,43,87,0.494,11,39,0.282,20,25,0.8,11,43,54,28,3,6,18,19,117,11,240,38,87,0.437,13,40,0.325,17,20,0.85,3,30,33,29,10,4,12,22,106,-11,3.0,15.2,6.8,35.8,22.0,106.6,84.6,83.2,10.8,4.4,35.0,116.6,0.5038,8.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47,40,8,16,0.5,6,12,0.5,7,8,0.875,0,6,6,8,2,1,4,2,29,20,True,240,40,85,0.471,14,34,0.412,19,25,0.76,11,34,45,24,7,3,13,14,113,9,240,43,93,0.462,6,29,0.207,12,16,0.75,8,34,42,31,8,6,11,23,104,-9,3.0,18.0,7.8,36.0,23.2,106.2,86.8,82.0,11.4,5.0,34.4,118.6,0.5188,8.6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
48,29,6,13,0.462,2,5,0.4,0,0,0.0,0,4,4,9,1,0,4,4,14,-34,True,240,41,89,0.461,11,34,0.324,15,15,1.0,9,25,34,25,4,4,11,24,108,-37,240,49,94,0.521,25,53,0.472,22,28,0.786,15,36,51,33,4,5,10,19,145,37,3.0,19.2,7.6,36.0,22.2,116.2,87.2,83.4,12.6,4.4,34.0,118.0,0.5134000000000001,7.6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
49,34,7,18,0.389,4,9,0.444,5,6,0.833,2,7,9,6,3,1,3,1,23,-17,False,240,44,93,0.473,17,43,0.395,10,12,0.833,12,28,40,23,9,5,16,18,115,-19,240,51,87,0.586,16,34,0.471,16,18,0.889,6,32,38,35,9,5,12,11,134,19,2.0,19.4,8.0,35.6,18.2,118.6,88.8,86.8,13.6,4.8,35.8,114.8,0.4974,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50,39,4,12,0.333,2,8,0.25,7,8,0.875,0,5,5,11,0,2,4,3,17,10,False,240,43,77,0.558,11,31,0.355,23,25,0.92,7,37,44,27,6,4,14,22,120,9,240,39,91,0.429,14,43,0.326,19,27,0.704,13,23,36,23,8,3,8,19,111,-9,1.0,19.8,8.6,37.2,20.4,120.0,90.4,86.2,14.4,6.0,36.2,114.6,0.49139999999999995,7.8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51,28,12,16,0.75,8,11,0.727,3,3,1.0,0,3,3,9,1,1,1,2,35,32,False,240,56,98,0.571,19,38,0.5,20,23,0.87,14,32,46,26,4,9,11,19,151,24,240,49,95,0.516,12,33,0.364,17,21,0.81,11,23,34,38,6,7,11,21,127,-24,2.0,23.6,9.0,34.0,20.0,124.2,92.0,88.4,15.0,5.0,36.0,121.4,0.5067999999999999,7.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
52,28,2,6,0.333,1,4,0.25,5,7,0.714,0,4,4,12,1,2,1,3,10,22,True,240,50,88,0.568,16,33,0.485,28,34,0.824,8,34,42,36,8,6,9,21,144,22,240,44,94,0.468,11,35,0.314,23,26,0.885,12,27,39,20,7,4,10,22,122,-22,2.0,19.8,7.4,31.6,21.8,127.8,92.2,89.0,13.0,4.8,35.8,127.6,0.5262,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
